Implementation smell,Namespace,Class,File,Method,Description
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityRole"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Name")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedName")                       .IsUnique()                       .HasName("RoleNameIndex")                       .HasFilter("[NormalizedName] IS NOT NULL");              b.ToTable("AspNetRoles");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserLogin<string>"' b =>           {             b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderKey")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderDisplayName")                       .HasColumnType("nvarchar(max)");              b.Property<string>("UserId")                       .IsRequired()                       .HasColumnType("nvarchar(450)");              b.HasKey("LoginProvider"' "ProviderKey");              b.HasIndex("UserId");              b.ToTable("AspNetUserLogins");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserLogin<string>"' b =>           {             b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderKey")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderDisplayName")                       .HasColumnType("nvarchar(max)");              b.Property<string>("UserId")                       .IsRequired()                       .HasColumnType("nvarchar(450)");              b.HasKey("LoginProvider"' "ProviderKey");              b.HasIndex("UserId");              b.ToTable("AspNetUserLogins");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserToken<string>"' b =>           {             b.Property<string>("UserId")                       .HasColumnType("nvarchar(450)");              b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Name")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Value")                       .HasColumnType("nvarchar(max)");              b.HasKey("UserId"' "LoginProvider"' "Name");              b.ToTable("AspNetUserTokens");           });
Magic Number,IdentityServer.Data.Migrations,CreateIdentitySchema,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\00000000000000_CreateIdentitySchema.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserToken<string>"' b =>           {             b.Property<string>("UserId")                       .HasColumnType("nvarchar(450)");              b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Name")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Value")                       .HasColumnType("nvarchar(max)");              b.HasKey("UserId"' "LoginProvider"' "Name");              b.ToTable("AspNetUserTokens");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder           .HasAnnotation("ProductVersion"' "3.0.0")           .HasAnnotation("Relational:MaxIdentifierLength"' 128)           .HasAnnotation("SqlServer:ValueGenerationStrategy"' SqlServerValueGenerationStrategy.IdentityColumn);
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityRole"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Name")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedName")                       .IsUnique()                       .HasName("RoleNameIndex")                       .HasFilter("[NormalizedName] IS NOT NULL");              b.ToTable("AspNetRoles");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityRole"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Name")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedName")                       .IsUnique()                       .HasName("RoleNameIndex")                       .HasFilter("[NormalizedName] IS NOT NULL");              b.ToTable("AspNetRoles");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUser"' b =>           {             b.Property<string>("Id")                       .HasColumnType("nvarchar(450)");              b.Property<int>("AccessFailedCount")                       .HasColumnType("int");              b.Property<string>("ConcurrencyStamp")                       .IsConcurrencyToken()                       .HasColumnType("nvarchar(max)");              b.Property<string>("Email")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<bool>("EmailConfirmed")                       .HasColumnType("bit");              b.Property<bool>("LockoutEnabled")                       .HasColumnType("bit");              b.Property<DateTimeOffset?>("LockoutEnd")                       .HasColumnType("datetimeoffset");              b.Property<string>("NormalizedEmail")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("NormalizedUserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.Property<string>("PasswordHash")                       .HasColumnType("nvarchar(max)");              b.Property<string>("PhoneNumber")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("PhoneNumberConfirmed")                       .HasColumnType("bit");              b.Property<string>("SecurityStamp")                       .HasColumnType("nvarchar(max)");              b.Property<bool>("TwoFactorEnabled")                       .HasColumnType("bit");              b.Property<string>("UserName")                       .HasColumnType("nvarchar(256)")                       .HasMaxLength(256);              b.HasKey("Id");              b.HasIndex("NormalizedEmail")                       .HasName("EmailIndex");              b.HasIndex("NormalizedUserName")                       .IsUnique()                       .HasName("UserNameIndex")                       .HasFilter("[NormalizedUserName] IS NOT NULL");              b.ToTable("AspNetUsers");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserLogin<string>"' b =>           {             b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderKey")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderDisplayName")                       .HasColumnType("nvarchar(max)");              b.Property<string>("UserId")                       .IsRequired()                       .HasColumnType("nvarchar(450)");              b.HasKey("LoginProvider"' "ProviderKey");              b.HasIndex("UserId");              b.ToTable("AspNetUserLogins");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserLogin<string>"' b =>           {             b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderKey")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("ProviderDisplayName")                       .HasColumnType("nvarchar(max)");              b.Property<string>("UserId")                       .IsRequired()                       .HasColumnType("nvarchar(450)");              b.HasKey("LoginProvider"' "ProviderKey");              b.HasIndex("UserId");              b.ToTable("AspNetUserLogins");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserToken<string>"' b =>           {             b.Property<string>("UserId")                       .HasColumnType("nvarchar(450)");              b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Name")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Value")                       .HasColumnType("nvarchar(max)");              b.HasKey("UserId"' "LoginProvider"' "Name");              b.ToTable("AspNetUserTokens");           });
Magic Number,IdentityServer.Data.Migrations,ApplicationDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Identity\Data\Migrations\ApplicationDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder.Entity("Microsoft.AspNetCore.Identity.IdentityUserToken<string>"' b =>           {             b.Property<string>("UserId")                       .HasColumnType("nvarchar(450)");              b.Property<string>("LoginProvider")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Name")                       .HasColumnType("nvarchar(128)")                       .HasMaxLength(128);              b.Property<string>("Value")                       .HasColumnType("nvarchar(max)");              b.HasKey("UserId"' "LoginProvider"' "Name");              b.ToTable("AspNetUserTokens");           });
