Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ocelot.Configuration.Creator,DownstreamAddressesCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\DownstreamAddressesCreator.cs,Create,The length of the statement  "            return route.DownstreamHostAndPorts.Select(hostAndPort => new DownstreamHostAndPort(hostAndPort.Host' hostAndPort.Port)).ToList(); " is 130.
Long Statement,Ocelot.Configuration.Creator,HttpHandlerOptionsCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\HttpHandlerOptionsCreator.cs,Create,The length of the statement  "            int maxConnectionPerServer = (options.MaxConnectionsPerServer > 0) ? maxConnectionPerServer = options.MaxConnectionsPerServer : maxConnectionPerServer = int.MaxValue;" is 166.
Long Statement,Ocelot.Configuration.Creator,RouteKeyCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\RouteKeyCreator.cs,Create,The length of the statement  "            return $"{fileRoute.UpstreamPathTemplate}|{string.Join("'"' fileRoute.UpstreamHttpMethod)}|{string.Join("'"' fileRoute.DownstreamHostAndPorts.Select(x => $"{x.Host}:{x.Port}"))}"; " is 179.
Long Statement,Ocelot.Configuration.Creator,RoutesCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\RoutesCreator.cs,SetUpDownstreamRoute,The length of the statement  "            var qosOptions = _qosOptionsCreator.Create(fileRoute.QoSOptions' fileRoute.UpstreamPathTemplate' fileRoute.UpstreamHttpMethod); " is 127.
Long Statement,Ocelot.Configuration.Creator,UpstreamTemplatePatternCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\UpstreamTemplatePatternCreator.cs,Create,The length of the statement  "                if (indexOfNextForwardSlash < indexOfPlaceholder || (containsQueryString && upstreamTemplate.IndexOf("?") < upstreamTemplate.IndexOf(placeholders[i]))) " is 151.
Long Statement,Ocelot.Configuration.Creator,UpstreamTemplatePatternCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\UpstreamTemplatePatternCreator.cs,Create,The length of the statement  "                return new UpstreamPathTemplate(RegExForwardSlashOnly' route.Priority' containsQueryString' route.UpstreamPathTemplate); " is 120.
Long Statement,Ocelot.Configuration.Creator,UpstreamTemplatePatternCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\UpstreamTemplatePatternCreator.cs,ForwardSlashAndOnePlaceHolder,The length of the statement  "            if (upstreamTemplate.Substring(0' 2) == "/{" && placeholders.Count == 1 && upstreamTemplate.Length == postitionOfPlaceHolderClosingBracket + 1) " is 143.
Long Statement,Ocelot.Configuration.File,FileRateLimitRule,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\File\FileRateLimitRule.cs,ToString,The length of the statement  "                $"{nameof(Period)}:{Period}'{nameof(PeriodTimespan)}:{PeriodTimespan:F}'{nameof(Limit)}:{Limit}'{nameof(ClientWhitelist)}:[");" is 126.
Long Statement,Ocelot.Configuration.Repository,FileConfigurationPoller,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Repository\FileConfigurationPoller.cs,Poll,The length of the statement  "                _logger.LogWarning($"error geting file config' errors are {string.Join("'"' fileConfig.Errors.Select(x => x.Message))}");" is 121.
Long Statement,Ocelot.Configuration.Validator,FileConfigurationFluentValidator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Validator\FileConfigurationFluentValidator.cs,IsNotDuplicateIn,The length of the statement  "            var duplicateSpecificVerbs = matchingRoutes.SelectMany(x => x.UpstreamHttpMethod).GroupBy(x => x.ToLower()).SelectMany(x => x.Skip(1)).Any(); " is 141.
Long Statement,Ocelot.DependencyInjection,OcelotBuilder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DependencyInjection\OcelotBuilder.cs,AddDelegatingHandler,The length of the statement  "            if (!typeof(DelegatingHandler).IsAssignableFrom(delegateType)) throw new ArgumentOutOfRangeException(nameof(delegateType)' delegateType.Name' "It is not a delegatin handler");" is 175.
Long Statement,Ocelot.DownstreamPathManipulation.Middleware,ClaimsToDownstreamPathMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamPathManipulation\Middleware\ClaimsToDownstreamPathMiddleware.cs,Invoke,The length of the statement  "                var response = _changeDownstreamPathTemplate.ChangeDownstreamPath(downstreamRoute.ClaimsToPath' httpContext.User.Claims' " is 120.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,Get,The length of the statement  "            var loadBalancerKey = CreateLoadBalancerKey(downstreamPathForKeys' upstreamHttpMethod' configuration.LoadBalancerOptions); " is 122.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,Get,The length of the statement  "            var qosOptions = _qoSOptionsCreator.Create(configuration.QoSOptions' downstreamPathForKeys' new List<string> { upstreamHttpMethod }); " is 133.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,Get,The length of the statement  "            downstreamRouteHolder = new OkResponse<DownstreamRouteHolder>(new DownstreamRouteHolder(new List<PlaceholderNameAndValue>()' route)); " is 133.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,CreateLoadBalancerKey,The length of the statement  "            if (!string.IsNullOrEmpty(loadBalancerOptions.Type) && !string.IsNullOrEmpty(loadBalancerOptions.Key) && loadBalancerOptions.Type == nameof(CookieStickySessions)) " is 162.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteFinder.cs,Get,The length of the statement  "                return notNullOption != null ? new OkResponse<DownstreamRouteHolder>(notNullOption) : new OkResponse<DownstreamRouteHolder>(nullOption); " is 136.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteFinder.cs,RouteIsApplicableToThisRequest,The length of the statement  "            return (route.UpstreamHttpMethod.Count == 0 || route.UpstreamHttpMethod.Select(x => x.Method.ToLower()).Contains(httpMethod.ToLower())) && " is 138.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteFinder.cs,GetPlaceholderNamesAndValues,The length of the statement  "            var templatePlaceholderNameAndValues = _placeholderNameAndValueFinder.Find(path' query' route.UpstreamTemplatePattern.OriginalValue); " is 133.
Long Statement,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteProviderFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteProviderFactory.cs,Get,The length of the statement  "            if ((!config.Routes.Any() || config.Routes.All(x => string.IsNullOrEmpty(x.UpstreamTemplatePattern?.OriginalValue))) && IsServiceDiscovery(config.ServiceProviderConfiguration)) " is 176.
Long Statement,Ocelot.DownstreamRouteFinder.Middleware,DownstreamRouteFinderMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Middleware\DownstreamRouteFinderMiddleware.cs,Invoke,The length of the statement  "            var response = provider.Get(upstreamUrlPath' upstreamQueryString' httpContext.Request.Method' internalConfiguration' upstreamHost);" is 131.
Long Statement,Ocelot.DownstreamRouteFinder.Middleware,DownstreamRouteFinderMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Middleware\DownstreamRouteFinderMiddleware.cs,Invoke,The length of the statement  "                Logger.LogWarning($"{MiddlewareName} setting pipeline errors. IDownstreamRouteFinder returned {response.Errors.ToErrorString()}");" is 130.
Long Statement,Ocelot.DownstreamRouteFinder.Middleware,DownstreamRouteFinderMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Middleware\DownstreamRouteFinderMiddleware.cs,Invoke,The length of the statement  "            var downstreamPathTemplates = string.Join("' "' response.Data.Route.DownstreamRoute.Select(r => r.DownstreamPathTemplate.Value));" is 129.
Long Statement,Ocelot.DownstreamRouteFinder.UrlMatcher,UrlPathPlaceholderNameAndValueFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\UrlMatcher\UrlPathPlaceholderNameAndValueFinder.cs,Find,The length of the statement  "                if ((path.Length > counterForPath) && CharactersDontMatch(pathTemplate[counterForTemplate]' path[counterForPath]) && ContinueScanningUrl(counterForPath' path.Length))" is 166.
Long Statement,Ocelot.DownstreamRouteFinder.UrlMatcher,UrlPathPlaceholderNameAndValueFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\UrlMatcher\UrlPathPlaceholderNameAndValueFinder.cs,IsCatchAll,The length of the statement  "            return string.IsNullOrEmpty(path) || (path.Length > counterForPath && path[counterForPath] == '/') && pathTemplate.Length > 1" is 125.
Long Statement,Ocelot.DownstreamRouteFinder.UrlMatcher,UrlPathPlaceholderNameAndValueFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\UrlMatcher\UrlPathPlaceholderNameAndValueFinder.cs,GetPlaceholderValue,The length of the statement  "            if (positionOfNextSlash == -1 || (urlPathTemplate.Trim(delimiter).EndsWith(variableName) && string.IsNullOrEmpty(query)))" is 121.
Long Statement,Ocelot.DownstreamRouteFinder.UrlMatcher,UrlPathPlaceholderNameAndValueFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\UrlMatcher\UrlPathPlaceholderNameAndValueFinder.cs,GetPlaceholderName,The length of the statement  "            var variableName = urlPathTemplate.Substring(counterForTemplate' postitionOfPlaceHolderClosingBracket - counterForTemplate);" is 124.
Long Statement,Ocelot.DownstreamUrlCreator.Middleware,DownstreamUrlCreatorMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamUrlCreator\Middleware\DownstreamUrlCreatorMiddleware.cs,Invoke,The length of the statement  "                var pathAndQuery = CreateServiceFabricUri(downstreamRequest' downstreamRoute' templatePlaceholderNameAndValues' response); " is 122.
Long Statement,Ocelot.Headers.Middleware,ClaimsToHeadersMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Headers\Middleware\ClaimsToHeadersMiddleware.cs,Invoke,The length of the statement  "                var response = _addHeadersToRequest.SetHeadersOnDownstreamRequest(downstreamRoute.ClaimsToHeaders' httpContext.User.Claims' downstreamRequest); " is 143.
Long Statement,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,Add,The length of the statement  "                return new ErrorResponse(new CannotAddPlaceholderError($"Unable to add placeholder: {key}' placeholder already exists"));" is 121.
Long Statement,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,Remove,The length of the statement  "                return new ErrorResponse(new CannotRemovePlaceholderError($"Unable to remove placeholder: {key}' placeholder does not exists"));" is 128.
Long Statement,Ocelot.Infrastructure.Claims.Parser,ClaimsParser,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Claims\Parser\ClaimsParser.cs,GetValue,The length of the statement  "                return new ErrorResponse<string>(new CannotFindClaimError($"Cannot find claim for key: {key}' delimiter: {delimiter}' index: {index}")); " is 136.
Long Statement,Ocelot.Infrastructure.RequestData,HttpDataRepository,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\RequestData\HttpDataRepository.cs,Add,The length of the statement  "                return new ErrorResponse(new CannotAddDataError(string.Format($"Unable to add data for key: {key}' exception: {exception.Message}"))); " is 134.
Long Statement,Ocelot.Infrastructure.RequestData,HttpDataRepository,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\RequestData\HttpDataRepository.cs,Update,The length of the statement  "                return new ErrorResponse(new CannotAddDataError(string.Format($"Unable to update data for key: {key}' exception: {exception.Message}"))); " is 137.
Long Statement,Ocelot.Infrastructure.RequestData,HttpDataRepository,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\RequestData\HttpDataRepository.cs,Get,The length of the statement  "                return new ErrorResponse<T>(new CannotFindDataError($"Unable to find data for key: {key} because HttpContext or HttpContext.Items is null")); " is 141.
Long Statement,Ocelot.LoadBalancer.LoadBalancers,LeastConnection,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LeastConnection.cs,Lease,The length of the statement  "                //todo - maybe this should be moved somewhere else...? Maybe on a repeater on seperate thread? loop every second and update or something?" is 137.
Long Statement,Ocelot.LoadBalancer.LoadBalancers,LeastConnection,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LeastConnection.cs,Lease,The length of the statement  "                return new OkResponse<ServiceHostAndPort>(new ServiceHostAndPort(leaseWithLeastConnections.HostAndPort.DownstreamHost' leaseWithLeastConnections.HostAndPort.DownstreamPort));" is 174.
Long Statement,Ocelot.LoadBalancer.LoadBalancers,LeastConnection,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LeastConnection.cs,UpdateServices,The length of the statement  "                    var exists = _leases.FirstOrDefault(l => l.HostAndPort.DownstreamHost == service.HostAndPort.DownstreamHost && l.HostAndPort.DownstreamPort == service.HostAndPort.DownstreamPort);" is 179.
Long Statement,Ocelot.LoadBalancer.LoadBalancers,LoadBalancerFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LoadBalancerFactory.cs,Get,The length of the statement  "                return new ErrorResponse<ILoadBalancer>(new CouldNotFindLoadBalancerCreator($"Could not find load balancer creator for Type: {requestedType}' please check your config specified the correct load balancer and that you have registered a class with the same name.")); " is 263.
Long Statement,Ocelot.Middleware,OcelotMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotMiddlewareExtensions.cs,CreateConfiguration,The length of the statement  "            // Todo - this has just been added for consul so far...will there be an ordering problem in the future? Should refactor all config into this pattern?" is 149.
Long Statement,Ocelot.Middleware,OcelotMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotMiddlewareExtensions.cs,ThrowToStopOcelotStarting,The length of the statement  "            throw new Exception($"Unable to start Ocelot' errors are: {string.Join("'"' config.Errors.Select(x => x.ToString()))}");" is 120.
Long Statement,Ocelot.Middleware,OcelotPipelineExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotPipelineExtensions.cs,BuildOcelotPipeline,The length of the statement  "            // This adds or updates the request id (initally we try and set this based on global config in the error handling middleware)" is 125.
Long Statement,Ocelot.Middleware,OcelotPipelineExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotPipelineExtensions.cs,BuildOcelotPipeline,The length of the statement  "            // If anything was set at global level and we have a different setting at re route level the global stuff will be overwritten" is 125.
Long Statement,Ocelot.Middleware,OcelotPipelineExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotPipelineExtensions.cs,BuildOcelotPipeline,The length of the statement  "            // This means you can get a scenario where you have a different request id from the first piece of middleware to the request id middleware." is 139.
Long Statement,Ocelot.Middleware,OcelotPipelineExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotPipelineExtensions.cs,BuildOcelotPipeline,The length of the statement  "            // This takes the downstream route we retrieved earlier and replaces any placeholders with the variables that should be used" is 124.
Long Statement,Ocelot.Multiplexer,SimpleJsonResponseAggregator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Multiplexer\SimpleJsonResponseAggregator.cs,MapAggregateContent,The length of the statement  "            originalContext.Items.UpsertDownstreamResponse(new DownstreamResponse(stringContent' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "cannot return from aggregate..which reason phrase would you use?"));" is 228.
Long Statement,Ocelot.QueryStrings.Middleware,ClaimsToQueryStringMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\QueryStrings\Middleware\ClaimsToQueryStringMiddleware.cs,Invoke,The length of the statement  "                var response = _addQueriesToRequest.SetQueriesOnDownstreamRequest(downstreamRoute.ClaimsToQueries' httpContext.User.Claims' downstreamRequest); " is 143.
Long Statement,Ocelot.RateLimit,DistributedCacheRateLimitCounterHanlder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\DistributedCacheRateLimitCounterHanlder.cs,Set,The length of the statement  "            _memoryCache.SetString(id' JsonConvert.SerializeObject(counter)' new DistributedCacheEntryOptions().SetAbsoluteExpiration(expirationTime)); " is 139.
Long Statement,Ocelot.RateLimit,RateLimitCore,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\RateLimitCore.cs,GetRateLimitHeaders,The length of the statement  "                    (entry.Value.Timestamp + ConvertToTimeSpan(rule.Period)).ToUniversalTime().ToString("o"' DateTimeFormatInfo.InvariantInfo)" is 122.
Long Statement,Ocelot.RateLimit,RateLimitCore,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\RateLimitCore.cs,ComputeCounterKey,The length of the statement  "            var key = $"{option.RateLimitCounterPrefix}_{requestIdentity.ClientId}_{option.RateLimitRule.Period}_{requestIdentity.HttpVerb}_{requestIdentity.Path}";" is 152.
Long Statement,Ocelot.RateLimit.Middleware,ClientRateLimitMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\Middleware\ClientRateLimitMiddleware.cs,LogBlockedRequest,The length of the statement  "                $"Request {identity.HttpVerb}:{identity.Path} from ClientId {identity.ClientId} has been blocked' quota {rule.Limit}/{rule.Period} exceeded by {counter.TotalRequests}. Blocked by rule { downstreamRoute.UpstreamPathTemplate.OriginalValue }' TraceIdentifier {httpContext.TraceIdentifier}.");" is 289.
Long Statement,Ocelot.Requester,DelegatingHandlerHandlerFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\DelegatingHandlerHandlerFactory.cs,Get,The length of the statement  "                    _logger.LogWarning($"Route {downstreamRoute.UpstreamPathTemplate} specifies use QoS but no QosHandler found in DI container. Will use not use a QosHandler' please check your setup!"); " is 183.
Long Statement,Ocelot.Requester,HttpClientBuilder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\HttpClientBuilder.cs,Create,The length of the statement  "                    .LogWarning($"You have ignored all SSL warnings by using DangerousAcceptAnyServerCertificateValidator for this DownstreamRoute' UpstreamPathTemplate: {downstreamRoute.UpstreamPathTemplate}' DownstreamPathTemplate: {downstreamRoute.DownstreamPathTemplate}");" is 257.
Long Statement,Ocelot.Requester.Middleware,HttpRequesterMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\Middleware\HttpRequesterMiddleware.cs,CreateLogBasedOnResponse,The length of the statement  "                    $"{(int)response.Data.StatusCode} ({response.Data.ReasonPhrase}) status code' request uri: {response.Data.RequestMessage?.RequestUri}");" is 136.
Long Statement,Ocelot.Requester.Middleware,HttpRequesterMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\Middleware\HttpRequesterMiddleware.cs,CreateLogBasedOnResponse,The length of the statement  "                    $"{(int) response.Data.StatusCode} ({response.Data.ReasonPhrase}) status code' request uri: {response.Data.RequestMessage?.RequestUri}");" is 137.
Long Statement,Ocelot.Requester.QoS,QoSFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\QoS\QosFactory.cs,Get,The length of the statement  "            return new ErrorResponse<DelegatingHandler>(new UnableToFindQoSProviderError($"could not find qosProvider for {request.DownstreamScheme}{request.DownstreamAddresses}{request.DownstreamPathTemplate}")); " is 201.
Long Statement,Ocelot.RequestId.Middleware,RequestIdMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RequestId\Middleware\RequestIdMiddleware.cs,SetOcelotRequestId,The length of the statement  "                if (!previousRequestId.IsError && !string.IsNullOrEmpty(previousRequestId.Data) && previousRequestId.Data != httpContext.TraceIdentifier)" is 137.
Long Statement,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The length of the statement  "                // https://stackoverflow.com/questions/46234679/what-is-the-correct-http-status-code-for-a-cancelled-request?answertab=votes#tab-top" is 132.
Long Statement,Ocelot.Responder,HttpContextResponder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\HttpContextResponder.cs,SetResponseOnHttpContext,The length of the statement  "                AddHeaderIfDoesntExist(context' new Header("Content-Length"' new[] { response.Content.Headers.ContentLength.ToString() }));" is 123.
Long Statement,Ocelot.Responder,HttpContextResponder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\HttpContextResponder.cs,SetErrorResponseOnContext,The length of the statement  "                AddHeaderIfDoesntExist(context' new Header("Content-Length"' new[] { response.Content.Headers.ContentLength.ToString() }));" is 123.
Long Statement,Ocelot.Responder.Middleware,ResponderMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\Middleware\ResponderMiddleware.cs,Invoke,The length of the statement  "                Logger.LogWarning($"{errors.ToErrorString()} errors found in {MiddlewareName}. Setting error response for request path:{httpContext.Request.Path}' request method: {httpContext.Request.Method}");" is 194.
Long Statement,Ocelot.ServiceDiscovery,ServiceDiscoveryProviderFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\ServiceDiscovery\ServiceDiscoveryProviderFactory.cs,Get,The length of the statement  "                var service = new Service(route.ServiceName' new ServiceHostAndPort(downstreamAddress.Host' downstreamAddress.Port' route.DownstreamScheme)' string.Empty' string.Empty' new string[0]); " is 184.
Long Statement,Ocelot.ServiceDiscovery,ServiceDiscoveryProviderFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\ServiceDiscovery\ServiceDiscoveryProviderFactory.cs,GetServiceDiscoveryProvider,The length of the statement  "            return new ErrorResponse<IServiceDiscoveryProvider>(new UnableToFindServiceDiscoveryProviderError($"Unable to find service discovery provider for type: {config.Type}")); " is 169.
Long Statement,Ocelot.WebSockets.Middleware,WebSocketsProxyMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\WebSockets\Middleware\WebSocketsProxyMiddleware.cs,PumpWebSocket,The length of the statement  "                await destination.SendAsync(new ArraySegment<byte>(buffer' 0' result.Count)' result.MessageType' result.EndOfMessage' cancellationToken);" is 137.
Long Statement,Ocelot.WebSockets.Middleware,WebSocketsProxyMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\WebSockets\Middleware\WebSocketsProxyMiddleware.cs,Proxy,The length of the statement  "                        // .NET Core does not exhibit this issue' ironically due to a separate bug (https://github.com/dotnet/corefx/issues/18784)" is 122.
Long Statement,Ocelot.WebSockets.Middleware,WebSocketsProxyMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\WebSockets\Middleware\WebSocketsProxyMiddleware.cs,Proxy,The length of the statement  "                await Task.WhenAll(PumpWebSocket(client' server' bufferSize' context.RequestAborted)' PumpWebSocket(server' client' bufferSize' context.RequestAborted));" is 153.
Complex Conditional,Ocelot.Configuration.Validator,FileConfigurationFluentValidator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Validator\FileConfigurationFluentValidator.cs,IsNotDuplicateIn,The conditional expression  "duplicateAllowAllVerbs || duplicateSpecificVerbs || (allowAllVerbs && specificVerbs)"  is complex.
Complex Conditional,Ocelot.Request.Creator,DownstreamRequestCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Request\Creator\DownstreamRequestCreator.cs,Create,The conditional expression  "request.Method == HttpMethod.Get ||                     request.Method == HttpMethod.Head ||                     request.Method == HttpMethod.Delete ||                     request.Method == HttpMethod.Trace"  is complex.
Complex Conditional,Ocelot.Responder,ErrorsToHttpStatusCodeMapper,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\ErrorsToHttpStatusCodeMapper.cs,Map,The conditional expression  "errors.Any(e => e.Code == OcelotErrorCode.UnauthorizedError                 || e.Code == OcelotErrorCode.ClaimValueNotAuthorizedError                 || e.Code == OcelotErrorCode.ScopeNotAuthorizedError                 || e.Code == OcelotErrorCode.UserDoesNotHaveClaimError                 || e.Code == OcelotErrorCode.CannotFindClaimError)"  is complex.
Empty Catch Block,Ocelot.WebSockets.Middleware,WebSocketsProxyMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\WebSockets\Middleware\WebSocketsProxyMiddleware.cs,Proxy,The method has an empty catch block.
Magic Number,Ocelot.Authorization,ClaimsAuthorizer,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Authorization\ClaimsAuthorizer.cs,Authorize,The following statement contains a magic number: var matchingPlaceholders = urlPathPlaceholderNameAndValues.Where(p => p.Name.Equals(variableName)).Take(2).ToArray();
Magic Number,Ocelot.Configuration.Creator,UpstreamTemplatePatternCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Creator\UpstreamTemplatePatternCreator.cs,ForwardSlashAndOnePlaceHolder,The following statement contains a magic number: upstreamTemplate.Substring(0' 2) == "/{" && placeholders.Count == 1 && upstreamTemplate.Length == postitionOfPlaceHolderClosingBracket + 1
Magic Number,Ocelot.Configuration.Parser,ClaimToThingConfigurationParser,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Configuration\Parser\ClaimToThingConfigurationParser.cs,Extract,The following statement contains a magic number: delimiter = instructions[2].Trim();
