Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ocelot.UnitTests.Logging,AspDotNetLoggerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Logging\AspDotNetLoggerTests.cs,should_log_error,The length of the statement  "            ThenLevelIsLogged("requestId: no request id' previousRequestId: no previous request id' message: a message from tom to laura"' LogLevel.Error' _ex);" is 148.
Long Statement,Ocelot.UnitTests.Logging,AspDotNetLoggerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Logging\AspDotNetLoggerTests.cs,should_log_critical,The length of the statement  "            ThenLevelIsLogged("requestId: no request id' previousRequestId: no previous request id' message: a message from tom to laura"' LogLevel.Critical' _ex);" is 151.
Long Statement,Ocelot.UnitTests.Multiplexing,MultiplexingMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\MultiplexingMiddlewareTests.cs,should_multiplex,The length of the statement  "            var route = new RouteBuilder().WithDownstreamRoute(new DownstreamRouteBuilder().Build()).WithDownstreamRoute(new DownstreamRouteBuilder().Build()).Build();" is 155.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context_withConfig,The length of the statement  "            var commentsResponseContent = @"[{""id"":1'""writerId"":1'""postId"":1'""text"":""text1""}'{""id"":2'""writerId"":2'""postId"":2'""text"":""text2""}'{""id"":3'""writerId"":2'""postId"":1'""text"":""text21""}]";" is 210.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context_withConfig,The length of the statement  "            commentsDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent(commentsResponseContent' Encoding.UTF8' "application/json")' HttpStatusCode.OK' new EditableList<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 257.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context_withConfig,The length of the statement  "            var userDetailsResponseContent = @"[{""id"":1'""firstName"":""abolfazl""'""lastName"":""rajabpour""}'{""id"":2'""firstName"":""reza""'""lastName"":""rezaei""}]";" is 161.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context_withConfig,The length of the statement  "            userDetailsDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent(userDetailsResponseContent' Encoding.UTF8' "application/json")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 255.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context,The length of the statement  "            billDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Bill says hi")' HttpStatusCode.OK' new EditableList<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 209.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_aggregate_n_responses_and_set_response_content_on_upstream_context,The length of the statement  "            georgeDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("George says hi")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 205.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_return_error_if_any_downstreams_have_errored,The length of the statement  "            billDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Bill says hi")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 201.
Long Statement,Ocelot.UnitTests.Multiplexing,SimpleJsonResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\SimpleJsonResponseAggregatorTests.cs,should_return_error_if_any_downstreams_have_errored,The length of the statement  "            georgeDownstreamContext.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Error")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 196.
Long Statement,Ocelot.UnitTests.Multiplexing,UserDefinedResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\UserDefinedResponseAggregatorTests.cs,should_call_aggregator,The length of the statement  "            contextA.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Tom")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 179.
Long Statement,Ocelot.UnitTests.Multiplexing,UserDefinedResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\UserDefinedResponseAggregatorTests.cs,should_call_aggregator,The length of the statement  "            contextB.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Laura")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 181.
Long Statement,Ocelot.UnitTests.Multiplexing,UserDefinedResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\UserDefinedResponseAggregatorTests.cs,should_not_find_aggregator,The length of the statement  "            contextA.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Tom")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 179.
Long Statement,Ocelot.UnitTests.Multiplexing,UserDefinedResponseAggregatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\UserDefinedResponseAggregatorTests.cs,should_not_find_aggregator,The length of the statement  "            contextB.Items.UpsertDownstreamResponse(new DownstreamResponse(new StringContent("Laura")' HttpStatusCode.OK' new List<KeyValuePair<string' IEnumerable<string>>>()' "some reason"));" is 181.
Long Statement,Ocelot.UnitTests.QueryStrings,AddQueriesToRequestTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\QueryStrings\AddQueriesToRequestTests.cs,ThenTheQueryIsAdded,The length of the statement  "            var queries = Microsoft.AspNetCore.WebUtilities.QueryHelpers.ParseQuery(_downstreamRequest.ToHttpRequestMessage().RequestUri.OriginalString);" is 141.
Long Statement,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The length of the statement  "                .WithRateLimitOptions(new RateLimitOptions(true' "ClientId"' () => new List<string>()' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))" is 140.
Long Statement,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The length of the statement  "            var downstreamRouteHolder = new Ocelot.DownstreamRouteFinder.DownstreamRouteHolder(new List<Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue>()' route);" is 167.
Long Statement,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_withWhitelistClient,The length of the statement  "            var downstreamRoute = new Ocelot.DownstreamRouteFinder.DownstreamRouteHolder(new List<Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue>()'" is 153.
Long Statement,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_withWhitelistClient,The length of the statement  "                             new Ocelot.Configuration.RateLimitOptions(true' "ClientId"' () => new List<string>() { "ocelotclient2" }' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))" is 159.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The length of the statement  "                .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>()) " is 122.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_order_specifics_and_globals,The length of the statement  "                .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerFour' FakeDelegatingHandlerThree>()) " is 122.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_order_specifics,The length of the statement  "                .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>()) " is 122.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_order_and_only_add_specifics_in_config,The length of the statement  "                .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>()) " is 122.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,ThenTheWarningIsLogged,The length of the statement  "            _logger.Verify(x => x.LogWarning($"Route {_downstreamRoute.UpstreamPathTemplate} specifies use QoS but no QosHandler found in DI container. Will use not use a QosHandler' please check your setup!")' Times.Once); " is 211.
Long Statement,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,WhenIGet,The length of the statement  "            _factory = new DelegatingHandlerHandlerFactory(_tracingFactory.Object' _qosFactory.Object' _serviceProvider' _loggerFactory.Object); " is 132.
Long Statement,Ocelot.UnitTests.Requester,HttpClientBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientBuilderTests.cs,should_not_get_from_cache_with_different_query_string,The length of the statement  "                .WithUpstreamPathTemplate(new UpstreamPathTemplateBuilder().WithContainsQueryString(true).WithOriginalValue("").Build())" is 120.
Long Statement,Ocelot.UnitTests.Requester,HttpClientBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientBuilderTests.cs,should_not_get_from_cache_with_different_query_string,The length of the statement  "                .WithUpstreamPathTemplate(new UpstreamPathTemplateBuilder().WithContainsQueryString(true).WithOriginalValue("").Build())" is 120.
Long Statement,Ocelot.UnitTests.Requester,HttpClientBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientBuilderTests.cs,ThenTheDangerousAcceptAnyServerCertificateValidatorWarningIsLogged,The length of the statement  "            _logger.Verify(x => x.LogWarning($"You have ignored all SSL warnings by using DangerousAcceptAnyServerCertificateValidator for this DownstreamRoute' UpstreamPathTemplate: {_context.Items.DownstreamRoute().UpstreamPathTemplate}' DownstreamPathTemplate: {_context.Items.DownstreamRoute().DownstreamPathTemplate}")' Times.Once);" is 325.
Long Statement,Ocelot.UnitTests.Requester,HttpClientBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientBuilderTests.cs,GivenADownstreamService,The length of the statement  "                            if (context.Request.Cookies.TryGetValue("test"' out var cookieValue) || context.Request.Headers.TryGetValue("Set-Cookie"' out var headerValue))" is 143.
Long Statement,Ocelot.UnitTests.Requester,HttpClientBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientBuilderTests.cs,GivenARequestWithAUrlAndMethod,The length of the statement  "            _context.Items.UpsertDownstreamRequest(new DownstreamRequest(new HttpRequestMessage() { RequestUri = new Uri(url)' Method = method }));" is 135.
Long Statement,Ocelot.UnitTests.Requester,HttpClientHttpRequesterTest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientHttpRequesterTest.cs,should_call_request_correctly,The length of the statement  "            httpContext.Items.UpsertDownstreamRequest(new DownstreamRequest(new HttpRequestMessage() { RequestUri = new Uri("http://www.bbc.co.uk") })); " is 140.
Long Statement,Ocelot.UnitTests.Requester,HttpClientHttpRequesterTest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientHttpRequesterTest.cs,should_call_request_unable_to_complete_request,The length of the statement  "            httpContext.Items.UpsertDownstreamRequest(new DownstreamRequest(new HttpRequestMessage() { RequestUri = new Uri("http://localhost:60080") })); " is 142.
Long Statement,Ocelot.UnitTests.Requester,HttpClientHttpRequesterTest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientHttpRequesterTest.cs,http_client_request_times_out,The length of the statement  "            httpContext.Items.UpsertDownstreamRequest(new DownstreamRequest(new HttpRequestMessage() { RequestUri = new Uri("http://localhost:60080") })); " is 142.
Long Statement,Ocelot.UnitTests.Requester,HttpClientHttpRequesterTest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientHttpRequesterTest.cs,GivenTheHouseReturnsOkHandler,The length of the statement  "            _factory.Setup(x => x.Get(It.IsAny<DownstreamRoute>())).Returns(new OkResponse<List<Func<DelegatingHandler>>>(handlers)); " is 121.
Long Statement,Ocelot.UnitTests.Requester,HttpClientHttpRequesterTest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpClientHttpRequesterTest.cs,GivenTheHouseReturnsTimeoutHandler,The length of the statement  "            _factory.Setup(x => x.Get(It.IsAny<DownstreamRoute>())).Returns(new OkResponse<List<Func<DelegatingHandler>>>(handlers)); " is 121.
Long Statement,Ocelot.UnitTests.Requester,HttpRequesterMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\HttpRequesterMiddlewareTests.cs,should_call_services_correctly,The length of the statement  "                .And(x => x.GivenTheRequesterReturns(new OkResponse<HttpResponseMessage>(new HttpResponseMessage(System.Net.HttpStatusCode.OK)))) " is 129.
Long Statement,Ocelot.UnitTests.Requester,QoSFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\QoSFactoryTests.cs,should_return_handler,The length of the statement  "            DelegatingHandler QosDelegatingHandlerDelegate(DownstreamRoute a' IOcelotLoggerFactory b) => new FakeDelegatingHandler(); " is 121.
Long Statement,Ocelot.UnitTests.Responder,ErrorsToHttpStatusCodeMapperTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Responder\ErrorsToHttpStatusCodeMapperTests.cs,check_we_have_considered_all_errors_in_these_tests,The length of the statement  "            Enum.GetNames(typeof(OcelotErrorCode)).Length.ShouldBe(41' "Looks like the number of error codes has changed. Do you need to modify ErrorsToHttpStatusCodeMapper?"); " is 164.
Long Statement,Ocelot.UnitTests.Security,IPSecurityPolicyTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Security\IPSecurityPolicyTests.cs,GivenSetAllowedIP,The length of the statement  "            _downstreamRouteBuilder.WithSecurityOptions(new SecurityOptions(new List<string> { "192.168.1.1" }' new List<string>()));" is 121.
Long Statement,Ocelot.UnitTests.Security,IPSecurityPolicyTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Security\IPSecurityPolicyTests.cs,GivenSetBlockedIP,The length of the statement  "            _downstreamRouteBuilder.WithSecurityOptions(new SecurityOptions(new List<string>()' new List<string> { "192.168.1.1" }));" is 121.
Magic Number,Ocelot.UnitTests.CacheManager,OcelotBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\CacheManager\OcelotBuilderExtensionsTests.cs,OcelotBuilderExtensionsTests,The following statement contains a magic number: _maxRetries = 100;
Magic Number,Ocelot.UnitTests.CacheManager,OcelotCacheManagerCache,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\CacheManager\OcelotCacheManagerCache.cs,GivenTheFollowingRegion,The following statement contains a magic number: _ocelotOcelotCacheManager.Add(key' "doesnt matter"' TimeSpan.FromSeconds(10)' "region");
Magic Number,Ocelot.UnitTests.CacheManager,OutputCacheMiddlewareRealCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\CacheManager\OutputCacheMiddlewareRealCacheTests.cs,GivenTheDownstreamRouteIs,The following statement contains a magic number: var route = new DownstreamRouteBuilder()                  .WithIsCached(true)                  .WithCacheOptions(new CacheOptions(100' "kanken"))                  .WithUpstreamHttpMethod(new List<string> { "Get" })                  .Build();
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_cache,The following statement contains a magic number: _cache.Add("1"' fake' TimeSpan.FromSeconds(100)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_add_and_delete,The following statement contains a magic number: _cache.Add("1"' fake' TimeSpan.FromSeconds(100)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_add_and_delete,The following statement contains a magic number: _cache.AddAndDelete("1"' newFake' TimeSpan.FromSeconds(100)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_clear_region,The following statement contains a magic number: var fake2 = new Fake(2);
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_clear_region,The following statement contains a magic number: _cache.Add("1"' fake1' TimeSpan.FromSeconds(100)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_clear_region,The following statement contains a magic number: _cache.Add("2"' fake2' TimeSpan.FromSeconds(100)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_clear_key_if_ttl_expired,The following statement contains a magic number: _cache.Add("1"' fake' TimeSpan.FromMilliseconds(50)' "region");
Magic Number,Ocelot.UnitTests.Cache,AspMemoryCacheTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\AspMemoryCacheTests.cs,should_clear_key_if_ttl_expired,The following statement contains a magic number: Thread.Sleep(200);
Magic Number,Ocelot.UnitTests.Cache,OutputCacheMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Cache\OutputCacheMiddlewareTests.cs,GivenTheDownstreamRouteIs,The following statement contains a magic number: var route = new RouteBuilder()                 .WithDownstreamRoute(new DownstreamRouteBuilder()                     .WithIsCached(true)                     .WithCacheOptions(new CacheOptions(100' "kanken"))                     .WithUpstreamHttpMethod(new List<string> { "Get" })                     .Build())                 .WithUpstreamHttpMethod(new List<string> { "Get" })                 .Build();
Magic Number,Ocelot.UnitTests.Configuration,AggregatesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\AggregatesCreatorTests.cs,ThenTheAggregatesAreCreated,The following statement contains a magic number: _result.Count.ShouldBe(2);
Magic Number,Ocelot.UnitTests.Configuration,AggregatesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\AggregatesCreatorTests.cs,ThenTheAggregatesAreCreated,The following statement contains a magic number: _result[1].DownstreamRoute.ShouldContain(x => x == _routes[2].DownstreamRoute[0]);
Magic Number,Ocelot.UnitTests.Configuration,AggregatesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\AggregatesCreatorTests.cs,ThenTheAggregatesAreCreated,The following statement contains a magic number: _result[1].DownstreamRoute.ShouldContain(x => x == _routes[3].DownstreamRoute[0]);
Magic Number,Ocelot.UnitTests.Configuration,DiskFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DiskFileConfigurationRepositoryTests.cs,FakeFileConfigurationForSet,The following statement contains a magic number: var routes = new List<FileRoute>              {                  new FileRoute                  {                      DownstreamHostAndPorts = new List<FileHostAndPort>                      {                          new FileHostAndPort                          {                              Host = "123.12.12.12"'                              Port = 80'                          }'                      }'                      DownstreamScheme = "https"'                      DownstreamPathTemplate = "/asdfs/test/{test}"'                  }'              };
Magic Number,Ocelot.UnitTests.Configuration,DiskFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DiskFileConfigurationRepositoryTests.cs,FakeFileConfigurationForSet,The following statement contains a magic number: var globalConfiguration = new FileGlobalConfiguration              {                  ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                  {                      Scheme = "https"'                      Port = 198'                      Host = "blah"                  }              };
Magic Number,Ocelot.UnitTests.Configuration,DiskFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DiskFileConfigurationRepositoryTests.cs,FakeFileConfigurationForGet,The following statement contains a magic number: var routes = new List<FileRoute>              {                  new FileRoute                  {                      DownstreamHostAndPorts = new List<FileHostAndPort>                      {                          new FileHostAndPort                          {                              Host = "localhost"'                              Port = 80'                          }                      }'                      DownstreamScheme = "https"'                      DownstreamPathTemplate = "/test/test/{test}"                  }              };
Magic Number,Ocelot.UnitTests.Configuration,DiskFileConfigurationRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DiskFileConfigurationRepositoryTests.cs,FakeFileConfigurationForGet,The following statement contains a magic number: var globalConfiguration = new FileGlobalConfiguration              {                  ServiceDiscoveryProvider = new FileServiceDiscoveryProvider                  {                      Scheme = "https"'                      Port = 198'                      Host = "blah"                  }              };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_old_downstream_path_and_port,The following statement contains a magic number: var route = new FileRoute             {                 DownstreamHostAndPorts = new List<FileHostAndPort>                 {                     new FileHostAndPort                     {                         Host = "test"'                         Port = 80                     }                 }'             };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_old_downstream_path_and_port,The following statement contains a magic number: var expected = new List<DownstreamHostAndPort>             {                 new DownstreamHostAndPort("test"' 80)'             };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_downstream_host_and_ports,The following statement contains a magic number: var route = new FileRoute             {                 DownstreamHostAndPorts = new List<FileHostAndPort>                 {                     new FileHostAndPort                     {                         Host = "test"'                         Port = 80                     }'                     new FileHostAndPort                     {                         Host = "west"'                         Port = 443                     }                 }             };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_downstream_host_and_ports,The following statement contains a magic number: var route = new FileRoute             {                 DownstreamHostAndPorts = new List<FileHostAndPort>                 {                     new FileHostAndPort                     {                         Host = "test"'                         Port = 80                     }'                     new FileHostAndPort                     {                         Host = "west"'                         Port = 443                     }                 }             };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_downstream_host_and_ports,The following statement contains a magic number: var expected = new List<DownstreamHostAndPort>             {                 new DownstreamHostAndPort("test"' 80)'                 new DownstreamHostAndPort("west"' 443)             };
Magic Number,Ocelot.UnitTests.Configuration,DownstreamAddressesCreatorTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Configuration\DownstreamAddressesCreatorTests.cs,should_create_downstream_addresses_from_downstream_host_and_ports,The following statement contains a magic number: var expected = new List<DownstreamHostAndPort>             {                 new DownstreamHostAndPort("test"' 80)'                 new DownstreamHostAndPort("west"' 443)             };
